Time,Value
91.293,105249
91.313,105313
91.333,105236
91.353,105255
91.375,105306
91.393,105283
91.413,105363
91.433,105435
91.453,105388
91.474,105407
91.494,105469
91.514,105445
91.535,105519
91.554,105612
91.574,105482
91.594,105349
91.614,105248
91.634,105048
91.653,105018
91.673,105003
91.694,104885
91.714,104897
91.733,104954
91.753,104918
91.773,104974
91.793,105010
91.813,104938
91.834,104933
91.855,104990
91.873,104953
91.893,105001
91.914,105031
91.934,104938
91.954,104944
91.974,105016
91.994,105004
92.014,105085
92.034,105152
92.054,105085
92.074,105119
92.093,105196
92.113,105160
92.133,105257
92.153,105288
92.174,105211
92.193,105239
92.213,105304
92.233,105288
92.253,105381
92.274,105404
92.294,105342
92.314,105376
92.335,105433
92.354,105331
92.374,105245
92.394,105129
92.414,104901
92.434,104812
92.453,104835
92.473,104783
92.494,104830
92.514,104869
92.533,104793
92.553,104785
92.573,104853
92.593,104824
92.613,104887
92.634,104937
92.655,104817
92.673,104842
92.693,104887
92.714,104822
92.734,104890
92.754,104920
92.774,104851
92.794,104872
92.814,104971
92.834,104936
92.854,105012
92.874,105053
92.893,104950
92.913,104996
92.933,105048
92.953,105033
92.974,105109
92.993,105131
93.013,105068
93.033,105112
93.053,105165
93.074,105135
93.094,105246
93.114,105269
93.135,105199
93.154,105216
93.174,105124
93.194,104919
93.214,104879
93.234,104782
93.253,104627
93.273,104651
93.294,104684
93.314,104680
93.333,104777
93.353,104776
93.373,104686
93.393,104741
93.413,104794
93.434,104754
93.455,104863
93.473,104832
93.493,104750
93.514,104780
93.534,104802
93.554,104810
93.574,104921
93.594,104944
93.614,104893
93.634,104951
93.654,104988
93.674,105008
93.693,105130
93.713,105117
93.733,105047
93.753,105112
93.774,105156
93.793,105151
93.813,105244
93.833,105261
93.853,105174
93.874,105235
93.894,105299
93.914,105286
93.935,105407
93.954,105420
93.974,105289
93.994,105218
94.014,105058
94.034,104910
94.054,104888
94.073,104828
94.094,104727
94.114,104797
94.134,104809
94.153,104803
94.173,104904
94.193,104894
94.213,104814
94.233,104880
94.255,104912
94.273,104895
94.293,104988
94.314,104944
94.334,104867
94.354,104918
94.374,104941
94.394,104926
94.416,105042
94.434,105070
94.454,104999
94.474,105069
94.494,105108
94.513,105103
94.533,105224
94.553,105218
94.574,105149
94.593,105207
94.613,105219
94.633,105231
94.653,105344
94.674,105337
94.694,105267
94.714,105345
94.735,105389
94.754,105380
94.774,105371
94.794,105203
94.814,104953
94.834,104895
94.854,104832
94.873,104814
94.894,104879
94.914,104836
94.934,104765
94.953,104807
94.973,104817
94.993,104820
95.013,104897
95.033,104885
95.055,104797
95.073,104827
95.093,104843
95.113,104810
95.134,104887
95.154,104878
95.174,104805
95.194,104877
95.215,104926
95.234,104921
95.254,105030
95.274,105030
95.294,104964
95.315,105002
95.333,105042
95.353,105041
95.374,105134
95.395,105111
95.413,105041
95.433,105115
95.453,105132
95.473,105124
95.494,105212
95.514,105203
95.535,105136
95.554,105204
95.574,105228
95.594,105197
95.614,105161
95.634,104949
95.654,104737
95.675,104703
95.696,104643
95.714,104616
95.734,104711
95.755,104676
95.775,104625
95.793,104675
95.813,104696
95.833,104677
95.855,104799
95.873,104762
95.893,104706
95.913,104740
95.934,104754
95.954,104724
95.974,104833
95.994,104803
96.015,104746
96.034,104818
96.054,104863
96.074,104866
96.094,104984
96.115,104963
96.135,104916
96.153,104991
96.174,105035
96.195,105053
96.215,105150
96.233,105105
96.253,105077
96.273,105138
96.294,105159
96.314,105159
96.335,105267
96.354,105264
96.374,105228
96.394,105268
96.414,105193
96.434,105023
96.454,104955
96.475,104818
96.496,104654
96.514,104710
96.534,104719
96.555,104723
96.575,104828
96.595,104792
96.613,104717
96.633,104785
96.655,104794
96.675,104806
96.693,104860
96.713,104844
96.734,104756
96.754,104805
96.774,104806
96.794,104849
96.815,104949
96.834,104929
96.854,104877
96.874,104969
96.894,105009
96.915,105031
96.935,105155
96.955,105136
96.976,105069
96.995,105145
97.015,105170
97.035,105169
97.055,105273
97.073,105256
97.094,105202
97.114,105254
97.135,105290
97.153,105270
97.174,105402
97.194,105376
97.214,105318
97.234,105361
97.254,105301
97.275,105118
97.296,105029
97.314,104874
97.334,104711
97.355,104705
97.375,104722
97.395,104679
97.415,104803
97.435,104789
97.455,104677
97.475,104736
97.495,104772
97.515,104759
97.534,104838
97.554,104825
97.574,104733
97.594,104765
97.615,104791
97.634,104768
97.654,104869
97.674,104873
97.694,104805
97.714,104870
97.735,104914
97.755,104913
97.776,105022
97.794,105033
97.815,104962
97.835,104992
97.855,105041
97.875,105011
97.895,105098
97.914,105116
97.935,105022
97.955,105067
97.975,105129
97.994,105118
98.014,105178
98.034,105226
98.054,105128
98.074,105155
98.096,105227
98.114,105130
98.134,105062
98.154,104900
98.175,104690
98.195,104599
98.215,104600
98.235,104553
98.256,104625
98.275,104659
98.295,104571
98.315,104589
98.335,104626
98.354,104593
98.374,104660
98.394,104702
98.415,104605
98.434,104606
98.454,104640
98.474,104630
98.494,104675
98.514,104717
98.535,104652
98.555,104670
98.576,104743
98.594,104735
98.615,104817
98.635,104866
98.655,104793
98.675,104816
98.695,104898
98.715,104870
98.735,104933
98.755,104979
98.775,104905
98.796,104947
98.814,105006
98.834,104974
98.854,105063
98.874,105130
98.896,105082
98.914,105074
98.934,105047
98.954,104860
98.975,104761
98.995,104710
99.015,104554
99.035,104538
99.056,104603
99.075,104584
99.095,104639
99.115,104686
99.135,104614
99.155,104598
99.176,104684
99.194,104672
99.215,104701
99.236,104760
99.256,104674
99.274,104628
99.294,104718
99.314,104717
99.335,104770
99.355,104855
99.376,104797
99.394,104808
99.415,104927
99.435,104935
99.455,104981
99.475,105069
99.495,105006
99.515,104978
99.537,105059
99.555,105063
99.575,105116
99.595,105244
99.616,105193
99.636,105142
99.654,105236
99.674,105238
99.696,105279
99.716,105361
99.734,105253
99.754,105037
99.775,104936
99.795,104795
99.815,104733
99.835,104785
99.856,104691
99.875,104644
99.895,104702
99.915,104707
99.935,104714
99.955,104789
99.976,104748
99.996,104713
100.017,104787
100.035,104779
100.056,104768
100.076,104831
100.096,104783
100.114,104732
100.135,104824
100.155,104838
100.176,104878
100.194,105016
100.215,104993
100.235,104964
100.255,105060
100.275,105086
100.295,105089
100.315,105194
100.337,105152
100.355,105121
100.375,105184
100.395,105187
100.416,105205
100.436,105297
100.456,105251
100.474,105214
100.496,105272
100.516,105304
100.536,105332
100.554,105362
100.574,105157
100.595,104950
100.615,104856
100.635,104757
100.656,104693
100.675,104753
100.695,104720
100.715,104663
100.735,104706
100.755,104716
100.776,104708
100.796,104804
100.817,104759
100.835,104690
100.856,104745
100.876,104722
100.896,104704
100.916,104806
100.934,104802
100.955,104718
100.976,104771
100.996,104839
101.014,104845
101.035,104964
101.055,104965
101.075,104906
101.095,104973
101.115,105024
101.137,105027
101.155,105105
101.175,105096
101.195,105050
101.215,105090
101.236,105164
101.256,105147
101.276,105247
101.297,105273
101.316,105217
101.336,105264
101.356,105233
101.376,105045
101.395,104991
101.415,104836
101.435,104692
101.456,104692
101.475,104724
101.495,104687
101.515,104782
101.535,104771
101.555,104668
101.575,104709
101.596,104748
101.617,104718
101.635,104797
101.655,104783
101.676,104673
101.696,104687
101.716,104729
101.736,104696
101.756,104765
101.776,104795
101.796,104729
101.816,104753
101.836,104825
101.855,104835
101.875,104894
101.895,104938
101.915,104890
101.937,104913
101.955,104970
101.975,104956
101.995,105021
102.015,105050
102.036,105000
102.056,105011
102.076,105066
102.097,105047
102.116,105116
102.136,105119
102.156,104876
102.176,104726
102.196,104666
102.216,104548
102.235,104546
102.256,104602
102.276,104511
102.297,104519
102.315,104590
102.335,104558
102.355,104608
102.375,104685
102.396,104629
102.417,104627
102.435,104691
102.455,104683
102.476,104705
102.496,104777
102.516,104703
102.536,104696
102.556,104782
102.578,104757
102.596,104843
102.616,104898
102.636,104856
102.656,104832
102.675,104915
102.695,104926
102.715,104988
102.736,105077
102.755,105048
102.775,105005
102.795,105073
102.815,105125
102.836,105153
102.856,105214
102.876,105049
102.897,104857
102.916,104756
102.936,104678
102.956,104635
102.976,104708
102.996,104651
103.016,104614
103.037,104690
103.056,104710
103.076,104739
103.096,104849
103.117,104819
103.135,104746
103.155,104825
103.175,104808
103.196,104793
103.217,104875
103.235,104839
103.255,104809
103.276,104885
103.296,104932
103.316,104946
103.336,105045
103.356,105049
103.378,105001
103.396,105079
103.416,105107
103.436,105103
103.456,105228
103.477,105203
103.497,105143
103.515,105210
103.536,105253
103.557,105255
103.577,105356
103.595,105281
103.615,105030
103.636,104927
103.656,104781
103.676,104688
103.697,104737
103.716,104712
103.736,104639
103.756,104684
103.776,104720
103.796,104689
103.816,104773
103.837,104795
103.858,104711
103.876,104761
103.896,104788
103.917,104749
103.937,104824
103.957,104817
103.975,104746
103.995,104787
104.017,104838
104.037,104826
104.055,104925
104.076,104960
104.096,104913
104.116,104953
104.136,105018
104.156,105002
104.178,105082
104.196,105112
104.216,105057
104.236,105077
104.256,105125
104.277,105113
104.297,105204
104.317,105223
104.336,105122
104.357,105032
104.377,104881
104.397,104734
104.415,104695
104.435,104670
104.456,104569
104.476,104586
104.497,104637
104.516,104598
104.536,104668
104.556,104691
104.576,104622
104.596,104655
104.616,104703
104.637,104670
104.658,104681
104.676,104709
104.696,104601
104.717,104619
104.737,104715
104.757,104691
104.777,104788
104.795,104817
104.817,104760
104.837,104797
104.857,104860
104.875,104841
104.896,104914
104.916,104964
104.936,104901
104.956,104930
104.977,104988
104.996,104974
105.016,105049
105.036,105102
105.056,105040
105.076,105003
105.097,104922
105.117,104741
105.138,104684
105.157,104645
105.177,104537
105.197,104524
105.217,104586
105.237,104572
105.256,104643
105.276,104702
105.297,104626
105.317,104652
105.336,104734
105.356,104697
105.376,104742
105.396,104782
105.416,104689
105.436,104707
105.458,104758
105.476,104762
105.496,104849
105.516,104923
105.537,104862
105.557,104871
105.577,104928
105.597,104934
105.618,105023
105.637,105056
105.657,105007
105.677,105043
105.697,105109
105.716,105116
105.736,105183
105.756,105250
105.777,105175
105.796,105112
105.816,105032
105.836,104840
105.856,104790
105.876,104750
105.897,104642
105.917,104648
105.938,104717
105.956,104695
105.977,104757
105.997,104797
106.017,104741
106.037,104737
106.057,104796
106.076,104773
106.097,104810
106.117,104856
106.137,104751
106.156,104743
106.176,104802
106.196,104802
106.216,104885
106.236,104949
106.258,104891
106.276,104909
106.296,104980
106.316,104984
106.337,105030
106.357,105120
106.377,105034
106.397,105034
106.418,105113
106.437,105114
106.457,105162
106.477,105222
106.497,105170
106.517,105174
106.536,105198
106.556,105025
106.577,104904
106.597,104813
106.616,104658
106.636,104606
106.656,104669
106.676,104652
106.697,104685
106.717,104758
106.738,104686
106.756,104685
106.777,104744
106.797,104735
106.817,104779
106.837,104840
106.857,104744
106.877,104711
106.899,104767
106.917,104771
106.937,104853
106.957,104915
106.978,104832
106.996,104855
107.016,104922
107.036,104921
107.058,104990
107.076,105042
107.096,104986
107.116,104955
107.137,105025
107.157,105036
107.177,105071
107.197,105154
107.218,105097
107.237,105073
107.257,105147
107.277,105148
107.297,105143
107.317,105072
107.338,104846
107.358,104669
107.377,104666
107.397,104602
107.418,104620
107.436,104689
107.456,104626
107.476,104603
107.497,104660
107.517,104663
107.538,104676
107.556,104749
107.577,104675
107.597,104616
107.617,104658
107.637,104621
107.657,104650
107.677,104731
107.699,104669
107.717,104648
107.737,104732
107.757,104743
107.778,104779
107.798,104880
107.816,104834
107.836,104824
107.858,104891
107.878,104890
107.896,104925
107.916,105028
107.937,104968
107.957,104948
107.977,105014
107.997,105012
108.018,105074
108.037,105148
108.057,105022
108.077,104837
108.097,104752
108.117,104653
108.138,104615
108.158,104681
108.179,104651
108.197,104621
108.218,104700
108.238,104714
108.258,104761
108.276,104869
108.297,104836
108.317,104775
108.338,104838
108.356,104805
108.377,104813
108.397,104921
108.417,104878
108.437,104849
108.457,104926
108.477,104959
108.499,104977
108.517,105097
108.537,105080
108.557,105027
108.578,105099
108.598,105118
108.618,105103
108.636,105212
108.658,105206
108.678,105144
108.698,105220
108.716,105258
108.737,105287
108.757,105400
108.777,105383
108.797,105208
108.818,105098
108.837,104979
108.857,104859
108.877,104899
108.897,104853
108.917,104780
108.938,104845
108.958,104891
108.979,104874
108.997,104976
109.018,104967
109.038,104929
109.058,104960
109.078,104971
109.096,104945
109.117,105036
109.138,105013
109.158,104949
109.176,104990
109.197,105059
109.217,105063
109.237,105157
109.257,105193
109.277,105135
109.299,105190
109.317,105253
109.337,105238
109.357,105311
109.378,105356
109.398,105273
109.418,105307
109.438,105366
109.459,105358
109.478,105436
109.498,105470
109.518,105402
109.538,105417
109.557,105398
109.577,105181
109.597,105099
109.618,105010
109.637,104859
109.657,104849
109.677,104896
109.697,104876
109.717,104939
109.738,104967
109.758,104894
109.779,104918
109.797,104992
109.818,104976
109.838,105021
109.858,105057
109.878,104949
109.898,104957
109.918,104988
109.938,104973
109.958,105022
109.978,105100
109.998,105019
110.017,105046
110.037,105121
110.057,105119
110.077,105185
110.099,105246
110.117,105187
110.137,105204
110.157,105256
110.178,105241
110.198,105295
110.218,105372
110.238,105276
110.259,105269
110.278,105364
110.298,105332
110.318,105324
110.338,105246
110.358,105030
110.379,104847
110.399,104805
110.42,104716
110.438,104731
110.459,104810
110.479,104756
110.499,104703
110.517,104763
110.538,104763
110.558,104804
110.579,104884
110.599,104827
110.618,104747
110.638,104823
110.658,104785
110.678,104804
110.698,104869
110.718,104868
110.74,104816
110.758,104885
110.778,104923
110.798,104930
110.819,105049
110.839,105013
110.859,104954
110.879,105044
110.9,105048
110.919,105070
110.939,105171
110.959,105133
110.979,105072
110.999,105130
111.02,105177
111.038,105187
111.059,105303
111.079,105242
111.1,105062
111.12,104967
111.138,104848
111.158,104748
111.179,104812
111.199,104753
111.22,104709
111.238,104794
111.259,104813
111.279,104797
111.299,104918
111.319,104897
111.339,104851
111.359,104885
111.381,104902
111.399,104885
111.419,104972
111.439,104967
111.46,104879
111.48,104942
111.5,105009
111.52,105019
111.541,105112
111.56,105107
111.58,105064
111.6,105106
111.62,105165
111.64,105144
111.659,105234
111.679,105261
111.7,105189
111.721,105237
111.741,105302
111.759,105262
111.779,105349
111.799,105398
111.82,105277
111.84,105205
111.861,105072
111.879,104900
111.9,104884
111.92,104847
111.94,104731
111.96,104756
111.98,104801
112,104793
112.022,104859
112.04,104882
112.06,104790
112.08,104838
112.101,104884
112.121,104870
112.141,104903
112.161,104949
112.181,104848
112.201,104868
112.221,104922
112.241,104902
112.261,104988
112.28,105033
112.3,104982
112.32,104991
112.341,105065
112.36,105045
112.38,105132
112.4,105170
112.42,105114
112.44,105123
112.461,105190
112.481,105152
112.502,105243
112.52,105313
112.541,105237
112.561,105234
112.581,105186
112.601,104970
112.621,104881
112.641,104820
112.663,104667
112.681,104626
112.701,104696
112.721,104669
112.742,104726
112.762,104776
112.782,104687
112.8,104705
112.822,104767
112.842,104761
112.862,104788
112.88,104855
112.901,104749
112.921,104732
112.941,104792
112.961,104766
112.982,104818
113.001,104929
113.021,104891
113.041,104884
113.061,104970
113.081,104970
113.102,105004
113.122,105092
113.143,105049
113.161,105025
113.182,105102
113.202,105087
113.222,105127
113.242,105219
113.262,105174
113.283,105146
113.304,105117
113.322,104971
113.342,104858
113.363,104834
113.383,104728
113.401,104700
113.421,104762
113.441,104764
113.463,104812
113.483,104875
113.501,104849
113.521,104812
113.542,104875
113.562,104878
113.582,104877
113.602,104978
113.623,104895
113.642,104843
113.662,104905
113.682,104918
113.702,104929
113.723,105040
113.743,105022
113.763,104983
113.784,105057
113.803,105075
113.823,105107
113.843,105197
113.863,105187
113.883,105157
113.903,105218
113.924,105222
113.943,105236
113.963,105350
113.983,105333
114.004,105228
114.022,105141
114.042,105036
114.062,104919
114.083,104961
114.104,104886
114.122,104842
114.142,104887
114.163,104902
114.183,104948
114.203,105015
114.223,105030
114.243,104962
114.265,104998
114.283,105022
114.303,105003
114.323,105057
114.343,105055
114.364,104966
114.384,105012
114.404,105047
114.425,105067
114.444,105180
114.464,105191
114.484,105120
114.504,105175
114.524,105202
114.544,105205
114.563,105302
114.584,105320
114.604,105251
114.624,105295
114.643,105352
114.663,105350
114.683,105423
114.703,105299
114.724,105082
114.745,105000
114.763,104969
114.783,104902
114.804,104992
114.824,104996
114.844,104938
114.864,105001
114.884,105058
114.906,105042
114.924,105137
114.944,105153
114.964,105066
114.984,105077
115.005,105115
115.025,105070
115.045,105141
115.066,105144
115.085,105070
115.105,105103
115.125,105170
115.145,105142
115.164,105225
115.184,105250
115.204,105175
115.225,105201
115.245,105252
115.264,105238
115.284,105308
115.304,105359
115.324,105265
115.344,105276
115.365,105376
115.386,105342
115.404,105397
115.424,105343
115.445,105124
115.465,105009
115.485,104987
115.505,104935
115.525,104977
115.547,105028
115.565,104955
115.585,104971
115.605,105047
115.626,105017
115.646,105110
115.666,105166
115.684,105076
115.706,105066
115.726,105114
115.746,105064
115.766,105106
115.784,105170
115.805,105101
115.825,105084
115.845,105170
115.866,105169
115.885,105212
115.905,105307
115.925,105222
115.945,105235
115.965,105312
115.985,105318
116.006,105369
116.027,105430
116.045,105374
116.066,105357
116.086,105442
116.106,105418
116.126,105372
116.146,105314
116.166,105138
116.188,105023
116.206,105060
116.226,105039
116.246,105080
116.267,105201
116.287,105142
116.307,105142
116.325,105225
116.347,105262
116.367,105255
116.387,105352
116.405,105290
116.425,105193
116.446,105278
116.466,105250
116.486,105288
116.507,105384
116.526,105326
116.546,105314
116.566,105396
116.586,105408
116.606,105431
116.627,105535
116.647,105500
116.668,105436
116.686,105525
116.707,105548
116.727,105534
116.747,105645
116.767,105624
116.787,105575
116.807,105635
116.829,105561
116.847,105375
116.867,105338
116.887,105215
116.908,105086
116.926,105143
116.946,105150
116.966,105160
116.988,105276
117.008,105275
117.026,105194
117.046,105282
117.067,105303
117.087,105298
117.107,105375
117.127,105355
117.148,105263
117.167,105294
117.187,105324
117.207,105323
117.227,105408
117.247,105391
117.268,105339
117.288,105408
117.309,105470
117.328,105447
117.348,105540
117.368,105564
117.388,105482
117.408,105555
117.428,105602
117.447,105585
117.468,105674
117.488,105682
117.508,105617
117.529,105666
117.547,105654
117.567,105489
117.587,105413
117.607,105313
117.629,105166
117.647,105163
117.667,105199
117.687,105195
117.708,105271
117.728,105303
117.748,105203
117.768,105246
117.789,105305
117.808,105270
117.828,105345
117.848,105359
117.868,105255
117.889,105238
117.909,105304
117.929,105279
117.95,105339
117.969,105388
117.989,105324
118.009,105348
118.029,105386
118.049,105372
118.068,105468
118.088,105462
118.109,105359
118.129,105377
118.149,105439
118.168,105415
118.188,105479
118.208,105500
118.228,105429
118.249,105424
118.27,105517
118.288,105446
118.308,105407
118.329,105293
118.349,105102
118.369,104989
118.389,105017
118.409,104974
118.431,105013
118.449,105086
118.469,105029
118.489,105027
118.509,105105
118.53,105080
118.55,105118
118.57,105173
118.589,105079
118.61,105048
118.63,105102
118.65,105059
118.668,105092
118.689,105149
118.709,105078
118.729,105069
118.75,105165
118.769,105168
118.789,105235
118.809,105295
118.829,105230
118.849,105229
118.869,105338
118.89,105334
118.911,105366
118.929,105450
118.949,105352
118.97,105326
118.99,105427
119.01,105422
119.03,105455
119.05,105426
119.072,105202
119.09,105053
119.11,105049
119.13,105006
119.15,105052
119.171,105142
119.191,105080
119.209,105071
119.231,105152
119.251,105156
119.271,105184
119.289,105270
119.309,105222
119.33,105156
119.35,105221
119.37,105195
119.391,105193
119.41,105291
119.43,105256
119.45,105198
119.47,105291
119.49,105296
119.51,105318
119.531,105427
119.552,105402
119.57,105365
119.59,105429
119.611,105437
119.631,105448
119.651,105571
119.671,105526
119.691,105450
119.713,105557
119.731,105577
119.751,105580
119.771,105662
119.792,105480
119.81,105275
119.83,105209
119.85,105151
119.872,105114
119.892,105189
119.91,105165
119.93,105105
119.95,105173
119.971,105206
119.991,105176
120.011,105284
120.032,105287
120.051,105195
120.071,105259
120.091,105260
120.111,105232
120.131,105337
120.152,105287
120.172,105206
